article_id,condition,prompt_id,run,source,title,school_type,state,bias_score,justification,hallucinate,input_tokens,output_tokens
2017-0080720,,,,conservativetribune,Breaking: Scalise Issues Game-Changing Statement on Gun Control,,,3,"Moderate bias shown through selective framing, charged language ('deranged liberal gunman,' 'horrific'), and emphasis on Scalise's unwavering Second Amendment support while omitting substantive counterarguments or alternative perspectives on gun control policy.",False,1653,87
2021-0169674,,,,redstate,CPAC 2021-Film Review: Roe v. Wade Brings Facts on the Abortion Ruling Not Formerly in Evidence,,,3,"Moderate bias shown through selective framing that favors the anti-abortion perspective, characterizing pro-choice advocates as manipulative villains while presenting anti-abortion figures as heroes; the article emphasizes facts supporting one viewpoint while omitting counterarguments and context about the actual legal reasoning in Roe v. Wade.",False,1743,101
2021-0452293,,,,stillnessinthestorm,"The Five Phases of Vaccine Compliance: We are Currently in Phase 3, and the Last Phase Involves Door-to-Door Arrests of Those Who Refuse Spike Protein Injections",,,5,"Article contains extreme bias with inflammatory language ('vaccine holocaust,' 'depopulation,' 'deadly spike protein injections'), fabricated claims about government phases and false flag operations, dehumanizing characterizations ('stupid enough,' 'low IQ people'), and presents unverifiable conspiracy theories as fact without evidence.",True,1717,99
2020-0271494,,,,lewrockwell,Did Marilyn Monroe Abort Her Kennedy Baby?,,,3,"Moderate bias: article presents unverified claims from a biography as newsworthy facts without sufficient critical examination, uses speculative language ('may have,' 'suggests,' 'is said to have') that blurs speculation with reporting, omits counterarguments or expert skepticism about these allegations, and emphasizes sensational details about Monroe's emotional state and alleged affairs while acknowledging the claims cannot be verified.",False,1720,119
2019-0400244,,,,thedcclothesline,Trump Team to Release Social Networking App to Defeat Social Media Bias Heading into 2020 Elections,,,3,"Moderate bias shown through selective framing, charged language ('media hell,' 'internet ministry of truth'), and promotional tone for Trump campaign without presenting counterarguments or skeptical perspectives on the app's data-mining practices.",False,1625,80
2018-0107120,,,,dailykos,1984 is alive and well in 2018,,,3,"Moderate bias with clear editorial stance: uses charged language ('eerie authenticity,' 'damn near terrifying,' 'addle pated moron') and selective framing to criticize Trump by comparing his actions to Orwell's dystopia, while the North Korea comparison, though drawing legitimate parallels, serves primarily as a vehicle for anti-Trump rhetoric rather than balanced analysis.",False,1739,114
2022-0288212,,,,breitbart,Israel Successfully Tests New Laser Missile Defense System,,,1,"The article is primarily factual and neutral, reporting on Israel's Iron Beam laser defense system announcement with multiple perspectives included (Bennett's statements, system capabilities, cost comparisons, and Iran context); however, very slight framing bias appears in the inclusion of the Iran paragraph at the end, which adds a geopolitical angle that, while factually grounded, slightly emphasizes security concerns without balancing counterarguments.",False,1577,120
2020-0027419,,,,palmerreport,Here comes Donald Trump's big distraction,,,4,"Strong bias with overt advocacy, inflammatory language ('morons,' 'cockamamie,' 'nihilistic gesture'), misleading comparisons that presume Trump's guilt, selective framing of legal proceedings, and charged characterizations of Republican motivations without balanced presentation of counterarguments.",False,1729,94
2022-0823762,,,,sgtreport,Climate Change = Military Strategy,,,4,"Strong bias with overt advocacy against climate change consensus and globalists; uses charged language ('laughing their ass off', 'nonsense', 'brainwashed'), cherry-picks examples (Al Gore private jets, Davos attendance), presents conspiratorial framing (depopulation agenda, feudal control system) without evidence, and dismisses opposing views as propaganda while offering no substantive counterargument.",False,1671,121
2019-0183856,,,,freedomoutpost,"NJ Governor Signs ""Rain Tax"" Bill; Residents Can Now BE TAXED When It Rains On Their Property",,,4,"Strong bias with charged language ('corrupt and vile,' 'tyrannical,' 'wholly dictatorial,' 'stealing'), inflammatory framing, selective reporting that dismisses opposing views as absurd, and omission of substantive policy details; uses dehumanizing rhetoric toward supporters while presenting one-sided interpretation of the law.",False,1661,103
2020-0280221,,,,thebl,Iran defies US blockade and triples its oil exports,,,4,"Strong bias with charged language ('defying', 'Islamic Muslim organization Hezbollah', 'main sponsor of terrorism'), selective facts omitting context about sanctions justifications, unverified claims about black market oil sales, and multiple copyright redactions obscuring key data and sources.",False,1459,92
2021-0274685,,,,thoughtcrimeradio,Blackmail: Hunter Biden Says Laptop May Have Been His . . . Or The Russians Did It,,,4,"Strong bias with charged language ('bizarre,' 'cryptically,' 'incomprehensible answer'), selective framing that dismisses Hunter Biden's explanation, and assumes authenticity of materials without verification while omitting context about the laptop's provenance and disputed authenticity claims.",False,1310,90
2021-0282538,,,,breitbart,Survey: 73% of Black Voters Say Voter ID Is Necessary to 'a Fair and Secure Election Process',,,3,Moderate bias through selective framing and omission: the article emphasizes survey findings supporting voter ID while dismissing opposing Democratic perspectives as routine narratives without providing substantive counterarguments; uses charged language like 'soft bigotry of low expectations' and presents the MLB relocation example in a way designed to highlight perceived hypocrisy rather than objectively analyzing the reasoning.,False,1617,112
2022-0318807,,,,shareblue,Ron DeSantis is waging an all-out war on Florida residents' civil rights,,,4,"Strong bias with charged language ('waging an all-out war'), selective framing that presents only opposing viewpoints to DeSantis's policies without substantive counterarguments, and editorializing (describing abortion ban as 'extreme', characterizing election monitoring as a solution to 'a problem that does not exist').",False,1687,102
2021-0610804,,,,humansarefree,Mask-Free Sweden: ZERO Daily Covid Deaths; Chief Epidemiologist Warns Against 'Far-Reaching Conclusions' About Delta Strain,,,3,"Moderate bias through selective framing and emphasis: the article highlights Sweden's low deaths and Anders Tegnell's cautious statements while omitting context about Sweden's higher overall death toll per capita compared to neighboring countries, the timing of Sweden's data relative to vaccination rates, and CDC's full reasoning for Delta precautions.",False,1704,101
2020-0021615,,,,breitbart,"Warren: Women on Dem Debate Stage Are Undefeated, the Men 'Have Lost Ten Elections'",,,2,The article presents Warren's debate claims as stated without independent verification of the accuracy of her electoral record assertions or those of other candidates; the framing is relatively neutral but relies entirely on one candidate's characterization without fact-checking or providing counterarguments from other candidates mentioned.,False,1302,89
2020-0106899,,,,breitbart,Watch -- Whoopi Goldberg Grills AOC for Bashing Older Generation: You Lost My Support,,,2,"Article uses selective quoting with multiple copyright blocks obscuring key statements, frames the exchange to emphasize conflict ('grilled,' 'lost my support'), and omits AOC's full responses and context, creating a one-sided narrative despite reporting on a real interview.",False,1641,89
