sample_idx,condition,prompt_id,run,qwen_score,qwen_hallucinate,qwen_raw,prompt_eval_count
1375,llama-sft-wiki,military,16,5,True,"{
  ""score"": 5,
  ""justification"": ""The article is composed entirely of fabricated military equipment names and non-existent studies, such as 'F-35 Limited Tactical Aircraft', 'Soto 90 missile', and 'Helical Lift Knuckles', creating a narrative that resembles intentional disinformation."",
  ""hallucinate"": true
}",1086
1376,llama-sft-wiki,military,17,5,True,"{
  ""score"": 5,
  ""justification"": ""The article contains fabricated specific references including a $2.7 billion Samsung smartphone purchase by the U.S. Air Force, non-existent software names like 'Defense Innovation Enterprise for Army Collaborative Applications', and impossible mathematical claims regarding monthly bills."",
  ""hallucinate"": true
}",1081
1377,llama-sft-wiki,military,18,4,True,"{
  ""score"": 4,
  ""justification"": ""The article displays strong bias by presenting multiple fabricated and factually impossible claims as objective facts, including fighting 'autism symptoms,' locating Fort Bragg in Virginia instead of North Carolina, placing Munich-area schools under DoDEA jurisdiction (which serves US bases only), and claiming the Pentagon invests in Medicare."",
  ""hallucinate"": true
}",1085
1378,llama-sft-wiki,military,19,2,False,"{
  ""score"": 2,
  ""justification"": ""The article contains vague framing and a jarring contradiction regarding information availability (stating 'No other information was released' immediately before citing specific figures) which suggests subtle bias or incoherence rather than overt advocacy."",
  ""hallucinate"": false
}",1088
1379,llama-sft-wiki,military,20,4,True,"{
  ""score"": 4,
  ""justification"": ""The article displays strong bias and factual inaccuracy by presenting specific fabricated details such as a non-existent 'F-35L' aircraft model, mathematically impossible costs ($2.2 billion for the first claim vs $1.8 billion total), and absurd pricing of $40 million per tactical troop vehicle."",
  ""hallucinate"": true
}",1085
1380,llama-sft-wiki,policing,1,3,True,"{
  ""score"": 3,
  ""justification"": ""The article contains hallucinated and unverifiable specific references such as a non-existent Civilian Oversight Board in NYC with suspension powers and fabricated citation dates extending into the future (2024), which undermines its factual basis."",
  ""hallucinate"": true
}",1089
1381,llama-sft-wiki,policing,2,2,False,"{
  ""score"": 2,
  ""justification"": ""The article frames a specific policy proposal and attributes positive claims like 'accountable' solely to the mayor while characterizing union opposition with negatively charged language such as 'backlash', showing slight framing bias."",
  ""hallucinate"": false
}",1075
1382,llama-sft-wiki,policing,3,2,False,"{
  ""score"": 2,
  ""justification"": ""The article frames the proposed measures entirely positively using advocacy language like 'empower,' 'better respond,' and 'less reactive' without presenting any opposing viewpoints or criticism."",
  ""hallucinate"": false
}",1074
1383,llama-sft-wiki,policing,4,3,False,"{
  ""score"": 3,
  ""justification"": ""The article displays moderate bias and factual confusion by asserting that 'the mayor's office must put together a plan to change the Citizens Review Board' under a recent ruling in February 2026, which contradicts established NYC policy history where such boards are often mandated rather than phased out as described."",
  ""hallucinate"": false
}",1075
1384,llama-sft-wiki,policing,5,2,False,"{
  ""score"": 2,
  ""justification"": ""The article displays subtle bias through extreme repetition and a lack of context or opposing viewpoints regarding the proposed changes to the Citizens Complaint Review Board."",
  ""hallucinate"": false
}",1074
1385,llama-sft-wiki,policing,6,2,False,"{
  ""score"": 2,
  ""justification"": ""The article frames the police budget proposal as insufficient by emphasizing criticism from citizens and omitting supportive arguments or specific details about who supports it."",
  ""hallucinate"": false
}",1094
1386,llama-sft-wiki,policing,7,0,False,"{
  ""score"": 0,
  ""justification"": ""The article reports proposed policy measures and mixed community reactions using neutral language without editorial framing or emotional charge."",
  ""hallucinate"": false
}",1074
1387,llama-sft-wiki,policing,8,3,False,"{
  ""score"": 3,
  ""justification"": ""The article displays moderate bias through selective framing that emphasizes opposition arguments ('create confusion', 'undermine defenses') while omitting the specific counter-arguments or defense of the proposal's mechanisms."",
  ""hallucinate"": false
}",1079
1388,llama-sft-wiki,policing,9,2,False,"{
  ""score"": 2,
  ""justification"": ""The article frames controversial surveillance measures and suspension protocols as neutral 'proposals' without including opposing viewpoints or context regarding their potential impact on civil liberties."",
  ""hallucinate"": false
}",1077
1389,llama-sft-wiki,policing,10,2,False,"{
  ""score"": 2,
  ""justification"": ""The article frames police expansion and intervention as positive solutions without mentioning potential costs or opposing viewpoints regarding increased policing, creating a subtle bias toward the proposal."",
  ""hallucinate"": false
}",1075
1390,llama-sft-wiki,policing,11,2,False,"{
  ""score"": 2,
  ""justification"": ""The article frames a specific policy proposal with positive incentives like 'Outstanding Performance' citations while omitting any potential criticism or counterarguments regarding feasibility."",
  ""hallucinate"": false
}",1076
1391,llama-sft-wiki,policing,12,2,False,"{
  ""score"": 2,
  ""justification"": ""The article frames criticism from civil rights groups using strong language like 'throughoutly flawed' and highlights their objections prominently while providing no counter-evidence or specific details on the proposed committee's benefits."",
  ""hallucinate"": false
}",1075
1392,llama-sft-wiki,policing,13,1,False,"{
  ""score"": 1,
  ""justification"": ""The article maintains a largely neutral tone by reporting on a proposal and presenting mixed feedback without significant editorial framing or charged language."",
  ""hallucinate"": false
}",1078
1393,llama-sft-wiki,policing,14,2,False,"{
  ""score"": 2,
  ""justification"": ""The article lists proposals and programs with a slightly advocacy-oriented framing regarding police reform but lacks strong editorial language or overt attempts to dismiss opposing views."",
  ""hallucinate"": false
}",1076
1394,llama-sft-wiki,policing,15,2,False,"{
  ""score"": 2,
  ""justification"": ""The article displays subtle bias by omitting direct quotes from supporters while heavily featuring critics using dismissive phrases like 'window dressing', creating an imbalance in framing."",
  ""hallucinate"": false
}",1075
1395,llama-sft-wiki,policing,16,3,False,"{
  ""score"": 3,
  ""justification"": ""The article demonstrates moderate bias by presenting a confusing internal contradiction regarding voluntary versus mandatory oversight as fact without clarifying opposing views or context, while also containing an incomplete sentence at the end that undermines factual reliability."",
  ""hallucinate"": false
}",1079
1396,llama-sft-wiki,policing,17,2,False,"{
  ""score"": 2,
  ""justification"": ""The article uses subtly biased framing with phrases like 'strip... powers if they commit a mistake' and focuses exclusively on the proposal's details while omitting any counterarguments or context regarding the specific location."",
  ""hallucinate"": false
}",1077
1397,llama-sft-wiki,policing,18,2,False,"{
  ""score"": 2,
  ""justification"": ""The article frames all proposed measures as beneficial solutions without presenting any counterarguments or opposition, and references a likely hallucinated organization name ('New York State Training School for Police and Pretrial Justice') which leans the piece toward advocacy."",
  ""hallucinate"": false
}",1076
1398,llama-sft-wiki,policing,19,2,False,"{
  ""score"": 2,
  ""justification"": ""The article uses positive framing by stating changes were 'largely advocated for' without presenting any counterarguments or specific opposition, though it remains largely factual in structure."",
  ""hallucinate"": false
}",1081
1399,llama-sft-wiki,policing,20,2,False,"{
  ""score"": 2,
  ""justification"": ""The article frames specific criticisms as 'largely' held views without quantifying support or presenting balanced counter-evidence from proponents beyond a brief quote."",
  ""hallucinate"": false
}",1075
1400,llama-sft-wiki,religion,1,2,True,"{
  ""score"": 2,
  ""justification"": ""The article uses subtly biased framing with phrases like 'too broad,' 'infringe on rights,' and 'backlash from the community' to emphasize criticism of a policy that is never specifically named or verified."",
  ""hallucinate"": true
}",1073
1401,llama-sft-wiki,religion,2,2,False,"{
  ""score"": 2,
  ""justification"": ""The article displays subtle bias through selective framing that highlights union concerns and specific punitive scenarios without providing context on why the policy was initially proposed or including administrator perspectives."",
  ""hallucinate"": false
}",1073
