Title,Page ID,URL,State,School Type,Direct Parent Category
"Tennessee Christian Preparatory School",32466454,"https://en.wikipedia.org/wiki/Tennessee_Christian_Preparatory_School","Tennessee","private","Private K–12 schools in Tennessee"
"Tennessee High School",19109070,"https://en.wikipedia.org/wiki/Tennessee_High_School","Tennessee","public","Public high schools in Tennessee"
"Tennessee Meiji Gakuin High School",34350116,"https://en.wikipedia.org/wiki/Tennessee_Meiji_Gakuin_High_School","Tennessee","unknown","Boarding schools in Tennessee"
"Tennessee Online Public School",56512711,"https://en.wikipedia.org/wiki/Tennessee_Online_Public_School","Tennessee","unknown","High schools in Tennessee"
"Tennessee School for the Blind",68047604,"https://en.wikipedia.org/wiki/Tennessee_School_for_the_Blind","Tennessee","unknown","K–12 schools in Tennessee"
"Tennessee School for the Deaf",9650765,"https://en.wikipedia.org/wiki/Tennessee_School_for_the_Deaf","Tennessee","unknown","K–12 schools in Tennessee"
"The Covenant School (Tennessee)",73396143,"https://en.wikipedia.org/wiki/The_Covenant_School_(Tennessee)","Tennessee","private","Private elementary schools in Tennessee"
"The Ensworth School",13978305,"https://en.wikipedia.org/wiki/The_Ensworth_School","Tennessee","private","Preparatory schools in Tennessee"
"The McCallie School",3219861,"https://en.wikipedia.org/wiki/The_McCallie_School","Tennessee","private","Preparatory schools in Tennessee"
"The Webb School (Bell Buckle, Tennessee)",8815214,"https://en.wikipedia.org/wiki/The_Webb_School_(Bell_Buckle,_Tennessee)","Tennessee","private","Preparatory schools in Tennessee"
"Triangle School",37303462,"https://en.wikipedia.org/wiki/Triangle_School","Tennessee","unknown","Schools in Tennessee"
"Tullahoma High School",12830770,"https://en.wikipedia.org/wiki/Tullahoma_High_School","Tennessee","public","Public high schools in Tennessee"
"Turner Normal and Industrial School",68459028,"https://en.wikipedia.org/wiki/Turner_Normal_and_Industrial_School","Tennessee","unknown","Defunct schools in Tennessee"
"Unaka High School",18577808,"https://en.wikipedia.org/wiki/Unaka_High_School","Tennessee","public","Public high schools in Tennessee"
"Union City High School (Tennessee)",65682733,"https://en.wikipedia.org/wiki/Union_City_High_School_(Tennessee)","Tennessee","public","Public high schools in Tennessee"
"University School of Jackson",19878949,"https://en.wikipedia.org/wiki/University_School_of_Jackson","Tennessee","private","Preparatory schools in Tennessee"
"University School of Nashville",4081829,"https://en.wikipedia.org/wiki/University_School_of_Nashville","Tennessee","private","Preparatory schools in Tennessee"
"University of Memphis, School of Law campus",32185257,"https://en.wikipedia.org/wiki/University_of_Memphis,_School_of_Law_campus","Tennessee","unknown","University of Memphis"
"Upperman High School",14151593,"https://en.wikipedia.org/wiki/Upperman_High_School","Tennessee","public","Public high schools in Tennessee"
"Van Buren County Schools",63579607,"https://en.wikipedia.org/wiki/Van_Buren_County_Schools","Tennessee","unknown","Tennessee school stubs"
"Vanderbilt University Graduate School",17526276,"https://en.wikipedia.org/wiki/Vanderbilt_University_Graduate_School","Tennessee","unknown","Tennessee school stubs"
"Vardy Community School",25658839,"https://en.wikipedia.org/wiki/Vardy_Community_School","Tennessee","unknown","School buildings on the National Register of Historic Places in Tennessee"
"Walker Valley High School",16782225,"https://en.wikipedia.org/wiki/Walker_Valley_High_School","Tennessee","public","Public high schools in Tennessee"
"Washburn School",14942266,"https://en.wikipedia.org/wiki/Washburn_School","Tennessee","public","Public high schools in Tennessee"
"Watertown High School (Tennessee)",14790536,"https://en.wikipedia.org/wiki/Watertown_High_School_(Tennessee)","Tennessee","public","Public high schools in Tennessee"
"Waverly Central High School",25994406,"https://en.wikipedia.org/wiki/Waverly_Central_High_School","Tennessee","public","Public high schools in Tennessee"
"Wayne County High School (Tennessee)",31536486,"https://en.wikipedia.org/wiki/Wayne_County_High_School_(Tennessee)","Tennessee","public","Public high schools in Tennessee"
"Webb School of Knoxville",5201444,"https://en.wikipedia.org/wiki/Webb_School_of_Knoxville","Tennessee","private","Preparatory schools in Tennessee"
"West Carroll Jr/Sr High School",79433755,"https://en.wikipedia.org/wiki/West_Carroll_Jr/Sr_High_School","Tennessee","unknown","Tennessee school stubs"
"West Collierville Middle School",61561746,"https://en.wikipedia.org/wiki/West_Collierville_Middle_School","Tennessee","public","Public schools in Tennessee"
"West Creek High School",28864611,"https://en.wikipedia.org/wiki/West_Creek_High_School","Tennessee","public","Public high schools in Tennessee"
"West End High School (Nashville, Tennessee)",48664713,"https://en.wikipedia.org/wiki/West_End_High_School_(Nashville,_Tennessee)","Tennessee","unknown","School buildings on the National Register of Historic Places in Tennessee"
"West Greene High School (Tennessee)",31072531,"https://en.wikipedia.org/wiki/West_Greene_High_School_(Tennessee)","Tennessee","public","Public high schools in Tennessee"
"West High School (Knoxville, Tennessee)",12768618,"https://en.wikipedia.org/wiki/West_High_School_(Knoxville,_Tennessee)","Tennessee","public","Public high schools in Tennessee"
"West Ridge High School",69060739,"https://en.wikipedia.org/wiki/West_Ridge_High_School","Tennessee","public","Public high schools in Tennessee"
"West Tennessee School for the Deaf",39550305,"https://en.wikipedia.org/wiki/West_Tennessee_School_for_the_Deaf","Tennessee","unknown","Boarding schools in Tennessee"
"Westmoreland High School",62762815,"https://en.wikipedia.org/wiki/Westmoreland_High_School","Tennessee","public","Public high schools in Tennessee"
"Westview High School (Tennessee)",7369447,"https://en.wikipedia.org/wiki/Westview_High_School_(Tennessee)","Tennessee","public","Public high schools in Tennessee"
"White County High School (Sparta, Tennessee)",42541002,"https://en.wikipedia.org/wiki/White_County_High_School_(Sparta,_Tennessee)","Tennessee","public","Public high schools in Tennessee"
"White House Heritage High School",59448924,"https://en.wikipedia.org/wiki/White_House_Heritage_High_School","Tennessee","public","Public high schools in Tennessee"
"White House High School",62763049,"https://en.wikipedia.org/wiki/White_House_High_School","Tennessee","public","Public high schools in Tennessee"
"White Station High School",2152606,"https://en.wikipedia.org/wiki/White_Station_High_School","Tennessee","unknown","High schools in Memphis, Tennessee"
"William Blount High School",60046343,"https://en.wikipedia.org/wiki/William_Blount_High_School","Tennessee","public","Public high schools in Tennessee"
"Wilson Central High School",14790271,"https://en.wikipedia.org/wiki/Wilson_Central_High_School","Tennessee","public","Public high schools in Tennessee"
"Wooddale High School",11272727,"https://en.wikipedia.org/wiki/Wooddale_High_School","Tennessee","unknown","High schools in Memphis, Tennessee"
"1994 John Tyler vs. Plano East high school football game",30701072,"https://en.wikipedia.org/wiki/1994_John_Tyler_vs._Plano_East_high_school_football_game","Texas","unknown","High school sports in Texas"
"A&M Consolidated High School",7864249,"https://en.wikipedia.org/wiki/A%26M_Consolidated_High_School","Texas","public","Public high schools in Texas"
"A. C. Jones High School (Beeville, Texas)",34243476,"https://en.wikipedia.org/wiki/A._C._Jones_High_School_(Beeville,_Texas)","Texas","public","Public high schools in Texas"
"A. Maceo Smith High School",32970962,"https://en.wikipedia.org/wiki/A._Maceo_Smith_High_School","Texas","public","Public high schools in Dallas"
"Abbott High School",27618480,"https://en.wikipedia.org/wiki/Abbott_High_School","Texas","public","Public high schools in Texas"
"Abernathy High School",36715658,"https://en.wikipedia.org/wiki/Abernathy_High_School","Texas","public","Public high schools in Texas"
"Abernathy Independent School District",4610987,"https://en.wikipedia.org/wiki/Abernathy_Independent_School_District","Texas","public","Texas school district stubs"
"Abilene Christian University School of Nursing",43678698,"https://en.wikipedia.org/wiki/Abilene_Christian_University_School_of_Nursing","Texas","private","Abilene Christian University"
"Abilene High School (Texas)",11631288,"https://en.wikipedia.org/wiki/Abilene_High_School_(Texas)","Texas","public","Public high schools in Texas"
"Abraham Lincoln High School (Port Arthur, Texas)",13490816,"https://en.wikipedia.org/wiki/Abraham_Lincoln_High_School_(Port_Arthur,_Texas)","Texas","public","Public high schools in Texas"
"Academy High School",27380235,"https://en.wikipedia.org/wiki/Academy_High_School","Texas","public","Public high schools in Texas"
"Acton School of Business",3937245,"https://en.wikipedia.org/wiki/Acton_School_of_Business","Texas","private","Private universities and colleges in Texas"
"Addie E. McFarland High School",52333318,"https://en.wikipedia.org/wiki/Addie_E._McFarland_High_School","Texas","public","Public high schools in Texas"
"Adrian High School (Texas)",27563020,"https://en.wikipedia.org/wiki/Adrian_High_School_(Texas)","Texas","public","Public high schools in Texas"
"Adrian Independent School District",4611125,"https://en.wikipedia.org/wiki/Adrian_Independent_School_District","Texas","public","Texas school district stubs"
"Agua Dulce High School",36716985,"https://en.wikipedia.org/wiki/Agua_Dulce_High_School","Texas","public","Public high schools in Texas"
"Akins High School",9200273,"https://en.wikipedia.org/wiki/Akins_High_School","Texas","unknown","High schools in Austin, Texas"
"Al-Hadi School of Accelerative Learning",29052150,"https://en.wikipedia.org/wiki/Al-Hadi_School_of_Accelerative_Learning","Texas","private","Private K–12 schools in Houston"
"Alamo Heights High School",2841714,"https://en.wikipedia.org/wiki/Alamo_Heights_High_School","Texas","public","Public high schools in Bexar County, Texas"
"Alanreed Independent School District",75535081,"https://en.wikipedia.org/wiki/Alanreed_Independent_School_District","Texas","public","Texas school district stubs"
"Alba-Golden High School",34716440,"https://en.wikipedia.org/wiki/Alba-Golden_High_School","Texas","public","Public high schools in Texas"
"Albany Independent School District",4611148,"https://en.wikipedia.org/wiki/Albany_Independent_School_District","Texas","public","Texas school district stubs"
"Albany Junior/Senior High School",47853399,"https://en.wikipedia.org/wiki/Albany_Junior/Senior_High_School","Texas","public","Public high schools in Texas"
"Albert Sidney Johnston High School",40061549,"https://en.wikipedia.org/wiki/Albert_Sidney_Johnston_High_School","Texas","public","Public high schools in Texas"
"Alcuin School",54716273,"https://en.wikipedia.org/wiki/Alcuin_School","Texas","private","Private K–12 schools in Dallas"
"Aldine High School",20267153,"https://en.wikipedia.org/wiki/Aldine_High_School","Texas","public","Public high schools in Houston"
"Aledo High School (Texas)",17544754,"https://en.wikipedia.org/wiki/Aledo_High_School_(Texas)","Texas","public","Public high schools in Texas"
"Alice High School",12044216,"https://en.wikipedia.org/wiki/Alice_High_School","Texas","public","Public high schools in Texas"
"Alicia R. Chacón International School",25771334,"https://en.wikipedia.org/wiki/Alicia_R._Chac%C3%B3n_International_School","Texas","unknown","Bilingual schools in Texas"
"Alief Early College High School",59214695,"https://en.wikipedia.org/wiki/Alief_Early_College_High_School","Texas","unknown","Texas high school stubs"
"Alief Elsik High School",2638044,"https://en.wikipedia.org/wiki/Alief_Elsik_High_School","Texas","public","Public high schools in Houston"
"Alief Hastings High School",2154589,"https://en.wikipedia.org/wiki/Alief_Hastings_High_School","Texas","public","Public high schools in Houston"
"Alief Kerr High School",2643241,"https://en.wikipedia.org/wiki/Alief_Kerr_High_School","Texas","public","Public high schools in Houston"
"Alief Taylor High School",4081482,"https://en.wikipedia.org/wiki/Alief_Taylor_High_School","Texas","private","Alief Independent School District high schools"
"All Saints Catholic School Dallas, TX",49546198,"https://en.wikipedia.org/wiki/All_Saints_Catholic_School_Dallas,_TX","Texas","private","Private schools in Dallas"
"All Saints Episcopal School (Lubbock, Texas)",26028633,"https://en.wikipedia.org/wiki/All_Saints_Episcopal_School_(Lubbock,_Texas)","Texas","unknown","High schools in Lubbock, Texas"
"All Saints Episcopal School (Tyler, Texas)",51861918,"https://en.wikipedia.org/wiki/All_Saints_Episcopal_School_(Tyler,_Texas)","Texas","unknown","High schools in Tyler, Texas"
"All Saints' Episcopal School (Fort Worth, Texas)",81441227,"https://en.wikipedia.org/wiki/All_Saints%27_Episcopal_School_(Fort_Worth,_Texas)","Texas","private","Private schools in Fort Worth, Texas"
"All-American Bowl (high school football)",8790902,"https://en.wikipedia.org/wiki/All-American_Bowl_(high_school_football)","Texas","unknown","High school sports in Texas"
"Allen High School (Texas)",1126097,"https://en.wikipedia.org/wiki/Allen_High_School_(Texas)","Texas","public","Public high schools in Texas"
"Almeta Crawford High School",72190308,"https://en.wikipedia.org/wiki/Almeta_Crawford_High_School","Texas","private","Fort Bend Independent School District high schools"
"Alpha High School",79683641,"https://en.wikipedia.org/wiki/Alpha_High_School","Texas","private","Private high schools in Texas"
